npm/npmjs/@theia/outline-view/1.6.0, , approved, eclipse
npm/npmjs/@babel/plugin-transform-block-scoped-functions/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/is-symbol/1.0.3, MIT, approved, clearlydefined
npm/npmjs/-/v8-to-istanbul/1.2.1, ISC, approved, clearlydefined
npm/npmjs/-/define-properties/1.1.3, MIT, approved, clearlydefined
npm/npmjs/-/decompress-response/4.2.1, MIT, approved, clearlydefined
npm/npmjs/-/color-convert/2.0.1, MIT, approved, clearlydefined
npm/npmjs/-/axios/0.18.1, MIT, approved, clearlydefined
npm/npmjs/-/serialize-javascript/4.0.0, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/is-path-inside/3.0.2, MIT, approved, clearlydefined
npm/npmjs/-/mkdirp/1.0.4, MIT, approved, clearlydefined
npm/npmjs/-/minizlib/2.1.2, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-modules-commonjs/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/fill-range/2.2.4, MIT, approved, clearlydefined
npm/npmjs/-/os-locale/3.1.0, MIT, approved, clearlydefined
npm/npmjs/-/async/0.9.2, MIT, approved, clearlydefined
npm/npmjs/@types/react-dom/16.9.8, MIT, approved, clearlydefined
npm/npmjs/-/clone-response/1.0.2, MIT, approved, clearlydefined
npm/npmjs/-/github-username/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/cp-file/6.2.0, MIT, approved, clearlydefined
npm/npmjs/-/has-flag/4.0.0, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-validator-option/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/terser/4.8.0, BSD-2-Clause, approved, clearlydefined
npm/npmjs/@types/showdown/1.9.3, MIT, approved, clearlydefined
npm/npmjs/-/prebuild-install/5.3.6, MIT, approved, clearlydefined
npm/npmjs/@types/requestretry/1.12.7, MIT, approved, clearlydefined
npm/npmjs/-/clone/2.1.2, MIT, approved, clearlydefined
npm/npmjs/-/registry-url/5.1.0, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-runtime/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/yargs/13.3.2, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-numeric-separator/7.12.1, MIT, approved, clearlydefined
npm/npmjs/@types/body-parser/1.19.0, MIT, approved, clearlydefined
npm/npmjs/-/has-color/0.1.7, MIT, approved, clearlydefined
npm/npmjs/-/moment/2.29.1, MIT, approved, clearlydefined
npm/npmjs/-/p-cancelable/0.3.0, MIT, approved, clearlydefined
npm/npmjs/-/is-finite/1.1.0, MIT, approved, clearlydefined
npm/npmjs/-/commander/2.20.3, MIT, approved, clearlydefined
npm/npmjs/-/bytesish/0.4.4, Apache-2.0 AND MIT, approved, clearlydefined
npm/npmjs/-/proto-list/1.2.4, ISC, approved, clearlydefined
npm/npmjs/@types/which/1.3.2, MIT, approved, clearlydefined
npm/npmjs/-/cross-spawn/4.0.2, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/helper-code-frame/1.9.0, MIT, approved, clearlydefined
npm/npmjs/@types/fs-extra/9.0.2, MIT, approved, clearlydefined
npm/npmjs/-/restore-cursor/3.1.0, MIT, approved, clearlydefined
npm/npmjs/-/iconv-lite/0.6.2, MIT, approved, clearlydefined
npm/npmjs/@types/webpack-sources/2.0.0, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-class-properties/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/is-core-module/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/supports-color/6.0.0, MIT, approved, clearlydefined
npm/npmjs/-/merge-stream/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/ws/6.2.1, MIT, approved, clearlydefined
npm/npmjs/-/prop-types/15.7.2, MIT, approved, clearlydefined
npm/npmjs/-/assert/1.5.0, MIT, approved, clearlydefined
npm/npmjs/-/call-me-maybe/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/object-inspect/1.8.0, MIT, approved, clearlydefined
npm/npmjs/@phosphor/signaling/1.3.1, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/has-yarn/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/expand-brackets/0.1.5, MIT, approved, clearlydefined
npm/npmjs/-/globalthis/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/picomatch/2.2.2, MIT, approved, clearlydefined
npm/npmjs/-/latest-version/5.1.0, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-modules-amd/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/truncate-utf8-bytes/1.0.2, WTFPL, approved, clearlydefined
npm/npmjs/@webassemblyjs/wasm-opt/1.9.0, MIT, approved, clearlydefined
npm/npmjs/-/webpack/4.44.2, MIT, approved, clearlydefined
npm/npmjs/-/isurl/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/http-status-codes/1.4.0, MIT, approved, clearlydefined
npm/npmjs/@types/dompurify/2.0.4, MIT, approved, clearlydefined
npm/npmjs/-/electron-store/5.2.0, MIT, approved, clearlydefined
npm/npmjs/-/asn1.js/5.4.1, MIT, approved, clearlydefined
npm/npmjs/-/fix-path/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/vscode-languageserver-protocol/3.15.3, MIT, approved, clearlydefined
npm/npmjs/-/defer-to-connect/1.1.3, MIT, approved, clearlydefined
npm/npmjs/-/vscode-ws-jsonrpc/0.2.0, MIT, approved, clearlydefined
npm/npmjs/-/bluebird/3.4.7, MIT, approved, clearlydefined
npm/npmjs/-/proxy-from-env/1.1.0, MIT, approved, clearlydefined
npm/npmjs/-/mute-stream/0.0.8, ISC, approved, clearlydefined
npm/npmjs/-/has-to-string-tag-x/1.4.1, MIT, approved, clearlydefined
npm/npmjs/-/for-own/0.1.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-object-rest-spread/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/yeoman-generator/4.12.0, BSD-2-Clause, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-duplicate-keys/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/domelementtype/2.0.2, BSD-2-Clause, approved, clearlydefined
npm/npmjs/-/uuid/3.4.0, MIT, approved, clearlydefined
npm/npmjs/-/cssesc/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/unique-string/2.0.0, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-numeric-separator/7.10.4, MIT, approved, clearlydefined
npm/npmjs/-/tar-fs/2.1.0, MIT, approved, clearlydefined
npm/npmjs/@mrmlnc/readdir-enhanced/2.2.1, MIT, approved, clearlydefined
npm/npmjs/-/htmlparser2/4.1.0, MIT, approved, clearlydefined
npm/npmjs/-/is-posix-bracket/0.1.1, MIT, approved, clearlydefined
npm/npmjs/-/ipaddr.js/1.9.1, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/helper-wasm-section/1.9.0, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-private-methods/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/webpack-sources/1.4.3, MIT, approved, clearlydefined
npm/npmjs/-/minipass/3.1.3, ISC, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-literals/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/dom-helpers/5.2.0, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-optimise-call-expression/7.10.4, MIT, approved, clearlydefined
npm/npmjs/-/read-pkg-up/5.0.0, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-annotate-as-pure/7.10.4, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-member-expression-literals/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/widest-line/3.1.0, MIT, approved, clearlydefined
npm/npmjs/@electron/get/1.12.2, MIT, approved, clearlydefined
npm/npmjs/@types/node-fetch/2.5.7, MIT, approved, clearlydefined
npm/npmjs/-/fast-glob/2.2.7, MIT, approved, clearlydefined
npm/npmjs/@types/source-list-map/0.1.2, MIT, approved, clearlydefined
npm/npmjs/-/toidentifier/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/pbkdf2/3.1.1, MIT, approved, clearlydefined
npm/npmjs/-/trim-repeated/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/gensync/1.0.0-beta.1, MIT, approved, clearlydefined
npm/npmjs/-/boxen/4.2.0, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-export-namespace-from/7.12.1, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/wast-printer/1.9.0, MIT, approved, clearlydefined
npm/npmjs/-/yeoman-environment/2.10.3, BSD-2-Clause, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-unicode-property-regex/7.12.1, MIT, approved, clearlydefined
npm/npmjs/@babel/traverse/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/unbzip2-stream/1.4.3, MIT, approved, clearlydefined
npm/npmjs/-/react-autosize-textarea/7.1.0, MIT, approved, clearlydefined
npm/npmjs/-/builder-util/22.9.1, MIT, approved, clearlydefined
npm/npmjs/-/spdx-exceptions/2.3.0, CC-BY-3.0, approved, clearlydefined
npm/npmjs/-/read-chunk/3.2.0, MIT, approved, clearlydefined
npm/npmjs/-/clean-stack/2.2.0, MIT, approved, clearlydefined
npm/npmjs/-/follow-redirects/1.5.10, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-optional-chaining/7.12.1, MIT, approved, clearlydefined
npm/npmjs/@babel/preset-env/7.12.1, MIT, approved, clearlydefined
npm/npmjs/@types/mocha/5.2.7, MIT, approved, clearlydefined
npm/npmjs/-/tunnel/0.0.6, MIT, approved, clearlydefined
npm/npmjs/-/p-defer/1.0.0, MIT, approved, clearlydefined
npm/npmjs/@types/qs/6.9.5, MIT, approved, clearlydefined
npm/npmjs/-/babel-loader/8.1.0, MIT, approved, clearlydefined
npm/npmjs/-/pupa/2.0.1, MIT, approved, clearlydefined
npm/npmjs/-/xterm-addon-fit/0.3.0, MIT, approved, clearlydefined
npm/npmjs/-/cli-width/3.0.0, ISC, approved, clearlydefined
npm/npmjs/-/p-is-promise/1.1.0, MIT, approved, clearlydefined
npm/npmjs/-/requestretry/3.1.0, MIT, approved, clearlydefined
npm/npmjs/-/global-agent/2.1.12, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/vscode-textmate/4.4.0, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-spread/7.12.1, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/helper-module-context/1.9.0, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-exponentiation-operator/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/human-signals/1.1.1, Apache-2.0, approved, clearlydefined
npm/npmjs/-/defaults/1.0.3, MIT, approved, clearlydefined
npm/npmjs/-/p-limit/2.3.0, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-shorthand-properties/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/object.getownpropertydescriptors/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/shebang-regex/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/duplexify/3.7.1, MIT, approved, clearlydefined
npm/npmjs/@babel/generator/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/domutils/2.4.2, BSD-2-Clause, approved, clearlydefined
npm/npmjs/-/object-keys/0.4.0, MIT, approved, clearlydefined
npm/npmjs/-/diff/4.0.2, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/binaryextensions/2.3.0, unknown, restricted, none
npm/npmjs/-/detect-node/2.0.4, unknown, restricted, none
npm/npmjs/-/wcwidth/1.0.1, unknown, restricted, none
npm/npmjs/-/jschardet/2.2.1, unknown, restricted, none
npm/npmjs/-/app-builder-lib/22.9.1, unknown, restricted, none
npm/npmjs/-/highlight.js/9.18.3, unknown, restricted, none
npm/npmjs/@types/react/16.9.53, unknown, restricted, none
npm/npmjs/-/typescript/4.0.3, unknown, restricted, none
npm/npmjs/-/errlop/2.2.0, unknown, restricted, none
npm/npmjs/-/app-builder-bin/3.5.10, unknown, restricted, none
npm/npmjs/-/editions/2.3.1, unknown, restricted, none
npm/npmjs/@babel/parser/7.12.3, unknown, restricted, none
npm/npmjs/-/date-fns/1.30.1, unknown, restricted, none
npm/npmjs/-/jake/10.8.2, unknown, restricted, none
npm/npmjs/-/expand-template/2.0.3, unknown, restricted, none
npm/npmjs/-/node-gyp/6.1.0, unknown, restricted, none
npm/npmjs/-/native-request/1.0.7, unknown, restricted, none
npm/npmjs/-/xtend/2.1.2, unknown, restricted, none
npm/npmjs/@types/yargs/15.0.9, unknown, restricted, none
npm/npmjs/@types/express-serve-static-core/4.17.13, unknown, restricted, none
npm/npmjs/-/istextorbinary/2.6.0, unknown, restricted, none
npm/npmjs/-/watchpack-chokidar2/2.0.0, unknown, restricted, none
npm/npmjs/-/chokidar/2.1.8, unknown, restricted, none
npm/npmjs/-/uri-js/4.4.0, unknown, restricted, none
npm/npmjs/-/temp-file/3.3.7, unknown, restricted, none
npm/npmjs/@types/trusted-types/1.0.6, unknown, restricted, none
npm/npmjs/-/ejs/3.1.5, unknown, restricted, none
npm/npmjs/-/mocha/7.2.0, unknown, restricted, none
npm/npmjs/@webassemblyjs/leb128/1.9.0, unknown, restricted, none
npm/npmjs/-/vscode-debugprotocol/1.42.0, unknown, restricted, none
npm/npmjs/-/lazy-val/1.0.4, unknown, restricted, none
npm/npmjs/-/glob-all/3.2.1, unknown, restricted, none
npm/npmjs/-/textextensions/2.6.0, unknown, restricted, none
npm/npmjs/@webassemblyjs/helper-fsm/1.9.0, unknown, restricted, none
npm/npmjs/-/showdown/1.9.1, unknown, restricted, none
npm/npmjs/-/bluebird-lst/1.0.9, unknown, restricted, none
npm/npmjs/-/normalize-package-data/2.5.0, unknown, restricted, none
npm/npmjs/-/tslib/1.14.1, unknown, restricted, none
npm/npmjs/-/sanitize-html/1.27.5, unknown, restricted, none
npm/npmjs/-/rxjs/6.6.3, unknown, restricted, none
npm/npmjs/-/electron-updater/4.3.5, unknown, restricted, none
npm/npmjs/-/less/3.12.2, unknown, restricted, none
npm/npmjs/-/builder-util-runtime/8.7.2, unknown, restricted, none
